Date,Traffic_Source,Device_Type,Country,Page_Visited,Sessions,Users,New_Users,Bounce_Rate,Avg_Session_Duration,Conversions,Revenue,Campaign_Name,Month
06/02/2024,Instagram Ads,Desktop,Germany,Promo Page,384,323,239,44.43,278,11,572,None,Feb
06/02/2024,Organic Search,Desktop,Canada,Home Page,406,360,220,54.47,150,4,188,None,Feb
06/02/2024,Direct,Mobile,Germany,Product Page,165,141,89,34.11,187,3,87,Brand Awareness,Feb
06/02/2024,Email Marketing,Desktop,Australia,Checkout Page,191,151,72,51.27,268,31,1798,SEO Campaign,Feb
06/02/2024,Referral,Mobile,Australia,Product Page,138,116,54,49.23,281,34,884,None,Feb
07/02/2024,Google Ads,Desktop,Canada,Blog Page,147,132,79,33.53,302,17,697,Winter Sale,Feb
07/02/2024,Facebook Ads,Mobile,UK,Promo Page,247,233,158,28.73,242,26,572,New Product Launch,Feb
07/02/2024,Instagram Ads,Tablet,Canada,Promo Page,341,281,164,38.73,260,21,504,Spring Sale,Feb
07/02/2024,Organic Search,Tablet,India,Checkout Page,87,70,48,43.6,174,10,280,Spring Sale,Feb
07/02/2024,Direct,Tablet,UK,Landing Page,121,101,62,32.48,169,5,110,Brand Awareness,Feb
07/02/2024,Email Marketing,Desktop,Kenya,Checkout Page,496,431,198,37.82,249,30,1680,Brand Awareness,Feb
07/02/2024,Referral,Desktop,Germany,Product Page,354,327,225,41.64,105,3,120,SEO Campaign,Feb
08/02/2024,Google Ads,Tablet,USA,Promo Page,491,454,262,32.38,116,7,308,Winter Sale,Feb
08/02/2024,Facebook Ads,Mobile,Australia,Checkout Page,483,448,212,47.75,278,30,1440,Spring Sale,Feb
08/02/2024,Instagram Ads,Mobile,UK,Checkout Page,213,190,103,40.72,264,14,392,New Product Launch,Feb
08/02/2024,Organic Search,Mobile,Canada,Promo Page,155,126,63,47.22,307,32,1664,Spring Sale,Feb
08/02/2024,Direct,Mobile,Germany,Promo Page,120,107,54,44.57,112,18,738,New Product Launch,Feb
08/02/2024,Email Marketing,Tablet,Australia,Checkout Page,429,405,259,31.41,105,4,84,Winter Sale,Feb
08/02/2024,Referral,Desktop,USA,Checkout Page,227,180,126,35.54,280,5,115,None,Feb
09/02/2024,Google Ads,Mobile,India,Home Page,270,206,139,39.02,231,6,186,New Product Launch,Feb
09/02/2024,Facebook Ads,Desktop,Kenya,Checkout Page,331,292,154,52.49,308,25,1150,Brand Awareness,Feb
09/02/2024,Instagram Ads,Mobile,USA,Checkout Page,179,147,71,39.14,167,29,1131,Spring Sale,Feb
09/02/2024,Organic Search,Mobile,Australia,Promo Page,181,145,102,35.89,268,5,190,Email Campaign,Feb
09/02/2024,Direct,Tablet,Australia,Checkout Page,406,354,218,44.96,210,30,1140,Brand Awareness,Feb
09/02/2024,Email Marketing,Desktop,Canada,Blog Page,396,302,159,29.25,250,26,1144,New Product Launch,Feb
09/02/2024,Referral,Mobile,India,Blog Page,413,371,172,52.38,97,4,164,Brand Awareness,Feb
10/02/2024,Google Ads,Mobile,Australia,Blog Page,448,361,208,35.23,139,23,920,New Product Launch,Feb
10/02/2024,Facebook Ads,Desktop,USA,Blog Page,251,194,92,52.56,157,5,180,None,Feb
10/02/2024,Instagram Ads,Desktop,Germany,Landing Page,411,383,225,31.71,236,28,1344,Brand Awareness,Feb
10/02/2024,Organic Search,Desktop,Australia,Blog Page,355,322,206,46.26,181,30,690,New Product Launch,Feb
10/02/2024,Direct,Tablet,Kenya,Checkout Page,421,337,179,40.77,194,3,81,Brand Awareness,Feb
10/02/2024,Email Marketing,Desktop,USA,Home Page,232,174,80,44.31,116,10,380,Email Campaign,Feb
10/02/2024,Referral,Mobile,Kenya,Home Page,188,159,80,44.49,173,26,832,Brand Awareness,Feb
11/02/2024,Google Ads,Mobile,USA,Checkout Page,448,355,163,30.92,179,9,360,Spring Sale,Feb
11/02/2024,Facebook Ads,Mobile,Canada,Landing Page,442,335,178,50.05,138,11,396,None,Feb
11/02/2024,Instagram Ads,Tablet,Kenya,Blog Page,262,242,144,46.96,236,13,416,Winter Sale,Feb
11/02/2024,Organic Search,Mobile,UK,Promo Page,247,206,118,52.51,198,14,728,Spring Sale,Feb
11/02/2024,Direct,Desktop,UK,Product Page,87,80,36,47.37,264,25,975,SEO Campaign,Feb
11/02/2024,Email Marketing,Mobile,USA,Promo Page,240,201,112,31.27,245,10,390,Spring Sale,Feb
11/02/2024,Referral,Tablet,Canada,Blog Page,322,264,193,46.05,194,12,252,Spring Sale,Feb
12/02/2024,Google Ads,Desktop,Canada,Blog Page,477,418,302,44.54,117,5,195,Spring Sale,Feb
12/02/2024,Facebook Ads,Tablet,Canada,Home Page,172,131,79,31.84,170,11,341,None,Feb
12/02/2024,Instagram Ads,Tablet,USA,Checkout Page,380,315,227,49.82,216,33,1452,SEO Campaign,Feb
12/02/2024,Organic Search,Desktop,Kenya,Promo Page,356,316,182,46.17,208,11,627,SEO Campaign,Feb
12/02/2024,Direct,Tablet,UK,Landing Page,433,358,209,43.64,130,33,1386,Winter Sale,Feb
12/02/2024,Email Marketing,Tablet,Australia,Blog Page,197,175,114,38.11,273,30,1680,Winter Sale,Feb
12/02/2024,Referral,Tablet,India,Landing Page,272,255,140,41.97,235,30,1620,Brand Awareness,Feb
13/02/2024,Google Ads,Desktop,USA,Promo Page,474,385,251,44.36,251,18,558,Winter Sale,Feb
13/02/2024,Facebook Ads,Desktop,Canada,Checkout Page,444,419,217,54.39,156,13,299,Brand Awareness,Feb
13/02/2024,Instagram Ads,Mobile,Kenya,Product Page,442,365,181,28.63,148,31,1054,Email Campaign,Feb
13/02/2024,Organic Search,Desktop,Australia,Home Page,201,155,114,36.48,176,8,184,Winter Sale,Feb
13/02/2024,Direct,Mobile,Germany,Home Page,364,293,216,38.52,198,34,1394,Winter Sale,Feb
13/02/2024,Email Marketing,Mobile,Canada,Product Page,476,408,276,50.51,268,5,265,Winter Sale,Feb
13/02/2024,Referral,Tablet,Germany,Landing Page,420,343,182,54.09,192,6,120,Email Campaign,Feb
14/02/2024,Google Ads,Desktop,USA,Product Page,190,173,88,49.12,188,30,1110,New Product Launch,Feb
14/02/2024,Facebook Ads,Tablet,Canada,Blog Page,244,218,107,51.02,190,6,228,Spring Sale,Feb
14/02/2024,Instagram Ads,Mobile,USA,Promo Page,346,283,166,29.03,228,9,423,Winter Sale,Feb
14/02/2024,Organic Search,Desktop,India,Product Page,125,94,69,53.63,243,18,918,SEO Campaign,Feb
14/02/2024,Direct,Tablet,Germany,Checkout Page,181,154,95,39.91,244,13,468,New Product Launch,Feb
14/02/2024,Email Marketing,Tablet,USA,Promo Page,161,135,85,43.97,224,15,810,Email Campaign,Feb
14/02/2024,Referral,Tablet,Germany,Blog Page,416,365,196,34.49,152,8,176,None,Feb
15/02/2024,Google Ads,Desktop,UK,Product Page,268,250,113,40.87,182,24,528,Brand Awareness,Feb
15/02/2024,Facebook Ads,Tablet,Canada,Landing Page,356,292,201,35.53,273,32,1568,Spring Sale,Feb
15/02/2024,Instagram Ads,Mobile,Germany,Home Page,343,325,155,28.06,156,3,165,None,Feb
15/02/2024,Organic Search,Tablet,UK,Home Page,116,87,63,50.19,290,33,660,Spring Sale,Feb
15/02/2024,Direct,Mobile,Germany,Product Page,463,410,187,36.27,161,5,165,Email Campaign,Feb
15/02/2024,Email Marketing,Desktop,Australia,Checkout Page,140,107,76,46.41,234,25,1325,SEO Campaign,Feb
15/02/2024,Referral,Tablet,Kenya,Checkout Page,401,306,174,35.97,123,9,198,None,Feb
16/02/2024,Google Ads,Mobile,Germany,Blog Page,106,79,49,50.74,234,11,539,New Product Launch,Feb
16/02/2024,Facebook Ads,Desktop,UK,Product Page,132,109,73,33.07,272,25,1275,SEO Campaign,Feb
16/02/2024,Instagram Ads,Tablet,Kenya,Checkout Page,133,101,66,34.53,245,16,688,None,Feb
16/02/2024,Organic Search,Desktop,UK,Product Page,339,263,179,35.33,208,33,1089,None,Feb
16/02/2024,Direct,Desktop,Kenya,Home Page,154,123,70,30.77,182,28,1036,None,Feb
16/02/2024,Email Marketing,Tablet,USA,Home Page,167,153,69,34.66,210,34,1632,New Product Launch,Feb
16/02/2024,Referral,Tablet,USA,Checkout Page,226,195,138,43.44,171,17,544,SEO Campaign,Feb
17/02/2024,Google Ads,Mobile,India,Product Page,258,198,129,41.33,250,30,1380,None,Feb
17/02/2024,Facebook Ads,Mobile,Australia,Home Page,102,81,57,32.94,113,14,420,Brand Awareness,Feb
17/02/2024,Instagram Ads,Desktop,India,Promo Page,280,215,147,45.39,131,19,1064,Winter Sale,Feb
17/02/2024,Organic Search,Mobile,Germany,Product Page,434,365,187,37.96,194,30,780,Email Campaign,Feb
17/02/2024,Direct,Mobile,Australia,Blog Page,476,396,263,38.02,255,13,533,None,Feb
17/02/2024,Email Marketing,Desktop,Australia,Promo Page,252,190,107,53.13,125,20,440,Email Campaign,Feb
17/02/2024,Referral,Mobile,Australia,Blog Page,107,95,48,52.04,316,15,435,Spring Sale,Feb
18/02/2024,Google Ads,Desktop,Canada,Home Page,125,99,71,50.63,170,6,198,New Product Launch,Feb
18/02/2024,Facebook Ads,Desktop,Australia,Product Page,190,155,111,35.2,118,13,572,Brand Awareness,Feb
18/02/2024,Instagram Ads,Tablet,Kenya,Blog Page,400,324,221,48.87,193,30,930,Spring Sale,Feb
18/02/2024,Organic Search,Mobile,USA,Home Page,266,219,122,32.91,224,34,1734,None,Feb
18/02/2024,Direct,Mobile,India,Promo Page,86,70,39,28.04,132,23,1265,None,Feb
18/02/2024,Email Marketing,Mobile,Kenya,Landing Page,386,291,209,49.15,306,26,702,SEO Campaign,Feb
18/02/2024,Referral,Tablet,Australia,Product Page,183,139,72,34.66,245,15,510,SEO Campaign,Feb
19/02/2024,Google Ads,Tablet,Australia,Checkout Page,169,160,83,42.33,301,20,600,Winter Sale,Feb
19/02/2024,Facebook Ads,Tablet,Germany,Landing Page,96,76,38,31.8,115,27,783,New Product Launch,Feb
19/02/2024,Instagram Ads,Mobile,India,Promo Page,260,222,160,32.42,292,13,260,Brand Awareness,Feb
19/02/2024,Organic Search,Mobile,UK,Blog Page,295,264,161,29.64,263,20,900,SEO Campaign,Feb
19/02/2024,Direct,Tablet,Germany,Product Page,387,308,142,39.22,255,29,1537,Email Campaign,Feb
19/02/2024,Email Marketing,Desktop,Germany,Checkout Page,125,95,50,49.79,299,16,464,New Product Launch,Feb
19/02/2024,Referral,Mobile,UK,Landing Page,85,71,36,29.35,250,19,570,None,Feb
20/02/2024,Google Ads,Desktop,USA,Promo Page,235,207,99,45.19,137,26,1170,New Product Launch,Feb
20/02/2024,Facebook Ads,Desktop,Australia,Promo Page,436,365,229,29.97,207,20,900,New Product Launch,Feb
20/02/2024,Instagram Ads,Tablet,Germany,Product Page,364,339,248,53.92,169,4,212,Brand Awareness,Feb
20/02/2024,Organic Search,Desktop,Kenya,Blog Page,431,349,181,40.37,170,29,1131,Brand Awareness,Feb
20/02/2024,Direct,Desktop,Australia,Product Page,123,92,41,37.64,245,12,480,None,Feb
20/02/2024,Email Marketing,Mobile,Kenya,Landing Page,170,136,71,38.87,197,15,435,Spring Sale,Feb
20/02/2024,Referral,Tablet,Canada,Home Page,208,157,106,38.04,301,22,1078,None,Feb
21/02/2024,Google Ads,Desktop,Australia,Home Page,170,136,86,54.8,182,22,1012,Spring Sale,Feb
21/02/2024,Facebook Ads,Mobile,USA,Blog Page,336,264,191,30.75,99,29,870,Spring Sale,Feb
21/02/2024,Instagram Ads,Tablet,Canada,Blog Page,272,213,151,35.63,310,6,144,New Product Launch,Feb
21/02/2024,Organic Search,Desktop,Germany,Blog Page,155,139,74,37.53,136,25,650,Brand Awareness,Feb
21/02/2024,Direct,Mobile,Canada,Checkout Page,211,192,137,42.7,198,31,837,SEO Campaign,Feb
21/02/2024,Email Marketing,Tablet,Germany,Promo Page,403,326,232,40.42,200,26,1196,Spring Sale,Feb
21/02/2024,Referral,Mobile,Germany,Checkout Page,103,84,58,41.92,266,25,1050,Email Campaign,Feb
22/02/2024,Google Ads,Tablet,India,Checkout Page,397,339,212,29.66,159,7,203,Email Campaign,Feb
22/02/2024,Facebook Ads,Desktop,Canada,Promo Page,396,331,236,29.4,285,30,930,None,Feb
22/02/2024,Instagram Ads,Tablet,Canada,Checkout Page,248,228,131,36.18,279,7,308,Winter Sale,Feb
22/02/2024,Organic Search,Mobile,Kenya,Blog Page,461,376,281,38.96,105,26,1066,Winter Sale,Feb
22/02/2024,Direct,Mobile,Canada,Product Page,351,268,164,47.15,276,4,112,Brand Awareness,Feb
22/02/2024,Email Marketing,Mobile,USA,Home Page,352,306,164,47.29,238,7,399,New Product Launch,Feb
22/02/2024,Referral,Tablet,Kenya,Home Page,371,350,204,32.29,104,34,1972,None,Feb
23/02/2024,Google Ads,Mobile,Germany,Checkout Page,486,376,265,37.3,251,29,1392,Brand Awareness,Feb
23/02/2024,Facebook Ads,Mobile,Canada,Product Page,419,396,279,46.93,165,18,360,None,Feb
23/02/2024,Instagram Ads,Desktop,UK,Home Page,179,162,108,38.38,172,13,702,Brand Awareness,Feb
23/02/2024,Organic Search,Mobile,Canada,Blog Page,241,201,104,47.03,172,8,416,Winter Sale,Feb
23/02/2024,Direct,Tablet,Canada,Product Page,362,306,148,53.96,279,5,190,Winter Sale,Feb
23/02/2024,Email Marketing,Tablet,Kenya,Landing Page,227,200,127,36.55,111,21,1176,Spring Sale,Feb
23/02/2024,Referral,Mobile,Australia,Checkout Page,351,332,211,34.68,161,30,1560,Email Campaign,Feb
24/02/2024,Google Ads,Desktop,Germany,Checkout Page,410,323,185,53.24,94,27,1269,New Product Launch,Feb
24/02/2024,Facebook Ads,Desktop,India,Promo Page,112,90,52,46.51,286,29,609,Winter Sale,Feb
24/02/2024,Instagram Ads,Mobile,UK,Product Page,220,199,133,31.14,304,21,1008,Winter Sale,Feb
24/02/2024,Organic Search,Desktop,USA,Blog Page,136,102,59,54.38,155,8,192,Spring Sale,Feb
24/02/2024,Direct,Desktop,Australia,Product Page,298,254,119,44.35,187,27,1458,Brand Awareness,Feb
24/02/2024,Email Marketing,Mobile,Kenya,Promo Page,101,78,49,32.65,319,22,1012,SEO Campaign,Feb
24/02/2024,Referral,Desktop,India,Landing Page,482,421,271,35.22,123,24,528,Spring Sale,Feb
25/02/2024,Google Ads,Mobile,Australia,Home Page,152,135,85,36.45,189,29,609,New Product Launch,Feb
25/02/2024,Facebook Ads,Tablet,Kenya,Promo Page,233,195,123,33.75,268,18,720,Spring Sale,Feb
25/02/2024,Instagram Ads,Tablet,USA,Product Page,493,436,249,28.42,157,9,252,SEO Campaign,Feb
25/02/2024,Organic Search,Desktop,UK,Landing Page,152,139,70,46.16,265,8,288,Brand Awareness,Feb
25/02/2024,Direct,Mobile,Canada,Home Page,257,197,132,52.69,245,17,578,New Product Launch,Feb
25/02/2024,Email Marketing,Mobile,India,Home Page,489,464,240,42.77,130,12,468,Email Campaign,Feb
25/02/2024,Referral,Tablet,UK,Landing Page,230,174,125,28.8,314,27,648,Email Campaign,Feb
26/02/2024,Google Ads,Desktop,Kenya,Landing Page,397,345,224,30.19,137,25,725,SEO Campaign,Feb
26/02/2024,Facebook Ads,Desktop,Canada,Checkout Page,398,341,173,44.65,154,25,1150,Spring Sale,Feb
26/02/2024,Instagram Ads,Mobile,Kenya,Blog Page,288,269,168,42.53,202,30,1410,Winter Sale,Feb
26/02/2024,Organic Search,Desktop,Australia,Product Page,417,378,221,45.02,196,29,1653,SEO Campaign,Feb
26/02/2024,Direct,Desktop,USA,Blog Page,186,174,81,50.27,239,34,1020,SEO Campaign,Feb
26/02/2024,Email Marketing,Mobile,India,Landing Page,293,249,116,41.26,157,30,1020,Brand Awareness,Feb
26/02/2024,Referral,Mobile,UK,Landing Page,321,266,193,31.02,246,7,203,Email Campaign,Feb
27/02/2024,Google Ads,Desktop,India,Home Page,382,338,163,35.81,285,14,644,Email Campaign,Feb
27/02/2024,Facebook Ads,Tablet,Germany,Promo Page,140,114,79,49.31,144,16,816,Brand Awareness,Feb
27/02/2024,Instagram Ads,Desktop,Canada,Blog Page,256,217,158,51.66,302,31,868,New Product Launch,Feb
27/02/2024,Organic Search,Tablet,Kenya,Home Page,118,93,65,46.28,298,14,588,None,Feb
27/02/2024,Direct,Mobile,USA,Blog Page,293,237,139,39.1,249,16,672,Spring Sale,Feb
27/02/2024,Email Marketing,Desktop,Canada,Checkout Page,213,193,104,42.62,247,19,969,Spring Sale,Feb
27/02/2024,Referral,Tablet,India,Checkout Page,217,190,118,31.2,117,13,429,None,Feb
28/02/2024,Google Ads,Tablet,USA,Checkout Page,226,184,124,43.44,196,31,868,Winter Sale,Feb
28/02/2024,Facebook Ads,Tablet,Germany,Checkout Page,98,86,49,48.35,246,20,1060,Winter Sale,Feb
28/02/2024,Instagram Ads,Tablet,UK,Home Page,497,374,274,46.81,153,31,1488,None,Feb
28/02/2024,Organic Search,Mobile,Kenya,Home Page,348,288,206,33.52,138,9,180,New Product Launch,Feb
28/02/2024,Direct,Mobile,Kenya,Promo Page,104,92,52,51.91,249,28,980,Winter Sale,Feb
28/02/2024,Email Marketing,Desktop,Germany,Landing Page,199,179,105,51.6,258,21,546,New Product Launch,Feb
28/02/2024,Referral,Desktop,Kenya,Promo Page,350,295,139,38.47,235,21,441,None,Feb
29/02/2024,Google Ads,Desktop,Germany,Blog Page,264,237,166,42.73,138,15,555,Brand Awareness,Feb
29/02/2024,Facebook Ads,Desktop,Kenya,Landing Page,414,329,241,29.16,156,21,462,None,Feb
29/02/2024,Instagram Ads,Tablet,Kenya,Landing Page,141,116,65,29.22,312,13,663,Spring Sale,Feb
29/02/2024,Organic Search,Mobile,Australia,Home Page,141,129,72,45.06,315,31,1054,Spring Sale,Feb
29/02/2024,Direct,Tablet,Germany,Landing Page,393,356,240,49.68,147,22,792,SEO Campaign,Feb
29/02/2024,Email Marketing,Tablet,India,Landing Page,108,89,57,37.37,223,31,1116,Email Campaign,Feb
29/02/2024,Referral,Desktop,Germany,Blog Page,143,129,91,42.62,151,12,372,New Product Launch,Feb
01/03/2024,Google Ads,Desktop,Australia,Product Page,133,110,68,33.01,276,4,196,SEO Campaign,Mar
01/03/2024,Facebook Ads,Tablet,UK,Checkout Page,474,373,176,46.8,229,21,945,Winter Sale,Mar
01/03/2024,Instagram Ads,Desktop,Germany,Promo Page,463,398,242,45.19,284,32,640,Email Campaign,Mar
01/03/2024,Organic Search,Tablet,Australia,Checkout Page,457,368,237,50.24,163,9,306,SEO Campaign,Mar
01/03/2024,Direct,Desktop,Germany,Blog Page,436,392,194,33.87,254,33,1353,New Product Launch,Mar
01/03/2024,Email Marketing,Tablet,Germany,Blog Page,158,136,62,46,223,27,1593,Brand Awareness,Mar
01/03/2024,Referral,Tablet,Germany,Landing Page,481,442,231,43.57,127,18,828,Email Campaign,Mar
02/03/2024,Google Ads,Tablet,Canada,Blog Page,444,374,232,36.21,102,19,1026,New Product Launch,Mar
02/03/2024,Facebook Ads,Desktop,USA,Promo Page,493,400,258,34.26,255,33,1089,None,Mar
02/03/2024,Instagram Ads,Tablet,USA,Promo Page,286,243,109,53.34,286,23,667,Email Campaign,Mar
02/03/2024,Organic Search,Tablet,India,Landing Page,108,97,56,47.1,260,27,1053,Brand Awareness,Mar
02/03/2024,Direct,Desktop,USA,Product Page,262,228,145,40.67,238,14,322,SEO Campaign,Mar
02/03/2024,Email Marketing,Tablet,Canada,Blog Page,245,212,98,40.28,235,29,1073,SEO Campaign,Mar
02/03/2024,Referral,Tablet,USA,Promo Page,212,161,103,54.3,271,12,492,Winter Sale,Mar
03/03/2024,Google Ads,Desktop,Australia,Product Page,222,175,80,43.65,298,31,1023,Winter Sale,Mar
03/03/2024,Facebook Ads,Tablet,Australia,Product Page,454,356,208,40.28,109,32,1824,Brand Awareness,Mar
03/03/2024,Instagram Ads,Tablet,Australia,Landing Page,92,71,44,35.48,125,24,1080,Brand Awareness,Mar
03/03/2024,Organic Search,Desktop,Kenya,Landing Page,227,171,98,30.28,217,22,770,None,Mar
03/03/2024,Direct,Tablet,Canada,Promo Page,124,117,76,38.14,304,26,728,Email Campaign,Mar
03/03/2024,Email Marketing,Desktop,Australia,Promo Page,313,278,175,44.71,296,33,1617,None,Mar
03/03/2024,Referral,Desktop,Canada,Product Page,388,366,254,51.02,183,31,1178,Spring Sale,Mar
04/03/2024,Google Ads,Tablet,Germany,Promo Page,150,118,61,40.67,191,26,754,New Product Launch,Mar
04/03/2024,Facebook Ads,Tablet,Kenya,Blog Page,372,335,248,39.87,145,25,1475,Brand Awareness,Mar
04/03/2024,Instagram Ads,Mobile,UK,Checkout Page,135,104,54,37.59,214,15,765,SEO Campaign,Mar
04/03/2024,Organic Search,Desktop,India,Landing Page,302,273,129,54.64,209,25,1025,SEO Campaign,Mar
04/03/2024,Direct,Tablet,Australia,Promo Page,381,346,169,43.68,257,34,1462,Brand Awareness,Mar
04/03/2024,Email Marketing,Mobile,Kenya,Blog Page,422,323,189,36.27,146,25,1325,Winter Sale,Mar
04/03/2024,Referral,Tablet,India,Blog Page,255,219,163,45.93,195,17,578,Winter Sale,Mar
05/03/2024,Google Ads,Mobile,India,Promo Page,111,102,57,33.27,171,15,525,SEO Campaign,Mar
05/03/2024,Facebook Ads,Tablet,USA,Checkout Page,117,107,59,51.21,107,18,1044,Email Campaign,Mar
05/03/2024,Instagram Ads,Tablet,Kenya,Promo Page,444,417,209,43.33,277,28,924,SEO Campaign,Mar
05/03/2024,Organic Search,Mobile,Kenya,Landing Page,118,110,73,35.54,280,8,376,SEO Campaign,Mar
05/03/2024,Direct,Desktop,USA,Checkout Page,210,165,115,35.71,255,10,270,Brand Awareness,Mar
05/03/2024,Email Marketing,Mobile,India,Blog Page,111,100,56,30.35,266,29,1450,Brand Awareness,Mar
05/03/2024,Referral,Mobile,Germany,Product Page,387,342,176,33.89,173,9,369,Spring Sale,Mar
06/03/2024,Google Ads,Mobile,UK,Product Page,355,292,151,35.16,218,17,544,New Product Launch,Mar
06/03/2024,Facebook Ads,Tablet,Germany,Home Page,188,176,111,52.96,200,29,928,SEO Campaign,Mar
06/03/2024,Instagram Ads,Mobile,UK,Blog Page,268,209,124,39.61,234,32,1856,Brand Awareness,Mar
06/03/2024,Organic Search,Tablet,Australia,Home Page,173,146,95,48.6,201,25,900,SEO Campaign,Mar
06/03/2024,Direct,Desktop,India,Home Page,281,254,123,44.91,247,3,84,SEO Campaign,Mar
06/03/2024,Email Marketing,Mobile,USA,Landing Page,306,275,141,37.07,229,3,99,Brand Awareness,Mar
06/03/2024,Referral,Mobile,USA,Product Page,347,286,197,38.59,228,9,450,Email Campaign,Mar
07/03/2024,Google Ads,Mobile,Canada,Checkout Page,292,252,183,38.46,267,8,448,Winter Sale,Mar
07/03/2024,Facebook Ads,Tablet,India,Promo Page,306,255,137,36.97,283,33,1947,New Product Launch,Mar
07/03/2024,Instagram Ads,Tablet,Australia,Promo Page,352,309,156,35.98,127,25,1400,Brand Awareness,Mar
07/03/2024,Organic Search,Mobile,Australia,Promo Page,297,276,152,40.3,147,34,1224,Brand Awareness,Mar
07/03/2024,Direct,Mobile,India,Promo Page,162,131,72,30.13,117,3,111,Spring Sale,Mar
07/03/2024,Email Marketing,Tablet,Kenya,Blog Page,467,368,183,34.48,273,14,700,Winter Sale,Mar
07/03/2024,Referral,Desktop,Canada,Landing Page,369,290,130,29.62,162,28,1092,Email Campaign,Mar
08/03/2024,Google Ads,Tablet,UK,Product Page,274,246,114,28.19,293,11,495,SEO Campaign,Mar
08/03/2024,Facebook Ads,Desktop,Kenya,Landing Page,219,204,111,46.66,218,24,1056,Spring Sale,Mar
08/03/2024,Instagram Ads,Desktop,Germany,Product Page,228,190,132,31.24,279,31,1612,Spring Sale,Mar
08/03/2024,Organic Search,Desktop,USA,Landing Page,445,386,223,32.44,210,28,672,SEO Campaign,Mar
08/03/2024,Direct,Tablet,Canada,Product Page,382,287,179,30.86,316,24,1416,Spring Sale,Mar
08/03/2024,Email Marketing,Tablet,Germany,Checkout Page,424,397,188,34.86,281,7,392,Email Campaign,Mar
08/03/2024,Referral,Tablet,Australia,Promo Page,276,210,131,47.95,277,21,1029,SEO Campaign,Mar
09/03/2024,Google Ads,Desktop,Kenya,Home Page,169,153,103,43.15,214,24,1128,None,Mar
09/03/2024,Facebook Ads,Mobile,India,Checkout Page,302,273,142,31.9,120,22,968,Email Campaign,Mar
09/03/2024,Instagram Ads,Mobile,Kenya,Checkout Page,190,164,80,46.6,259,23,782,New Product Launch,Mar
09/03/2024,Organic Search,Desktop,USA,Checkout Page,287,236,163,36.86,179,15,540,Email Campaign,Mar
09/03/2024,Direct,Mobile,USA,Blog Page,341,294,148,31.77,232,24,1104,New Product Launch,Mar
09/03/2024,Email Marketing,Tablet,Germany,Product Page,139,107,78,46.46,306,4,180,SEO Campaign,Mar
09/03/2024,Referral,Desktop,Germany,Promo Page,469,366,236,54.22,106,27,891,None,Mar
10/03/2024,Google Ads,Tablet,UK,Promo Page,478,417,305,45.87,170,5,190,Email Campaign,Mar
10/03/2024,Facebook Ads,Desktop,UK,Checkout Page,460,379,199,30.86,121,6,192,Email Campaign,Mar
10/03/2024,Instagram Ads,Desktop,Australia,Blog Page,447,354,189,43.02,297,30,1050,Spring Sale,Mar
10/03/2024,Organic Search,Tablet,India,Home Page,363,309,204,30.58,225,26,884,None,Mar
10/03/2024,Direct,Tablet,Kenya,Product Page,124,113,52,40.54,192,12,420,Brand Awareness,Mar
10/03/2024,Email Marketing,Mobile,Kenya,Checkout Page,225,170,116,38.75,187,13,546,Spring Sale,Mar
10/03/2024,Referral,Desktop,USA,Blog Page,187,154,111,34.78,235,17,1003,Spring Sale,Mar
11/03/2024,Google Ads,Tablet,Australia,Home Page,291,230,164,43.1,195,13,468,Winter Sale,Mar
11/03/2024,Facebook Ads,Tablet,Canada,Blog Page,468,431,300,39.9,282,22,902,New Product Launch,Mar
11/03/2024,Instagram Ads,Tablet,UK,Landing Page,82,77,39,40.41,107,19,532,Email Campaign,Mar
11/03/2024,Organic Search,Mobile,India,Home Page,254,211,126,52.76,114,30,1590,Spring Sale,Mar
11/03/2024,Direct,Desktop,Canada,Promo Page,285,255,167,37.19,216,11,484,Spring Sale,Mar
11/03/2024,Email Marketing,Desktop,UK,Promo Page,345,274,125,50.54,262,9,324,Winter Sale,Mar
11/03/2024,Referral,Desktop,USA,Promo Page,377,352,180,39.34,107,5,225,New Product Launch,Mar
12/03/2024,Google Ads,Tablet,India,Checkout Page,318,241,150,38.74,219,28,1288,None,Mar
12/03/2024,Facebook Ads,Mobile,Germany,Product Page,459,383,267,49.75,298,26,1430,SEO Campaign,Mar
12/03/2024,Instagram Ads,Desktop,India,Blog Page,363,275,175,35.76,240,18,594,SEO Campaign,Mar
12/03/2024,Organic Search,Mobile,UK,Blog Page,203,183,122,41.08,264,16,608,Email Campaign,Mar
12/03/2024,Direct,Desktop,UK,Blog Page,106,98,60,47.82,152,6,126,Brand Awareness,Mar
12/03/2024,Email Marketing,Desktop,Australia,Promo Page,435,377,207,49.68,260,32,1536,None,Mar
12/03/2024,Referral,Mobile,Australia,Home Page,499,386,186,45.5,205,17,578,SEO Campaign,Mar
13/03/2024,Google Ads,Mobile,Australia,Product Page,129,106,52,47.92,254,24,552,Email Campaign,Mar
13/03/2024,Facebook Ads,Mobile,Germany,Blog Page,377,316,190,31.17,311,33,1782,None,Mar
13/03/2024,Instagram Ads,Mobile,Kenya,Blog Page,418,395,268,39.73,227,4,84,None,Mar
13/03/2024,Organic Search,Tablet,USA,Home Page,186,149,72,30.69,160,28,868,New Product Launch,Mar
13/03/2024,Direct,Tablet,UK,Landing Page,427,336,216,49.08,288,4,172,Spring Sale,Mar
