Date,Traffic_Source,Device_Type,Country,Page_Visited,Sessions,Users,New_Users,Bounce_Rate,Avg_Session_Duration,Conversions,Revenue,Campaign_Name,Month,Day,Weekday,Year,Conversion_Rate,Revenue_per_Session
2024-02-12,Direct,Tablet,UK,Landing Page,433,358,209,43.64,130,33,1386,Winter Sale,February,12,Monday,2024,0.07621247113163972,3.2009237875288683
2024-02-12,Email Marketing,Tablet,Australia,Blog Page,197,175,114,38.11,273,30,1680,Winter Sale,February,12,Monday,2024,0.15228426395939088,8.527918781725889
2024-02-12,Referral,Tablet,India,Landing Page,272,255,140,41.97,235,30,1620,Brand Awareness,February,12,Monday,2024,0.11029411764705882,5.955882352941177
2024-02-13,Google Ads,Desktop,USA,Promo Page,474,385,251,44.36,251,18,558,Winter Sale,February,13,Tuesday,2024,0.0379746835443038,1.1772151898734178
2024-02-13,Facebook Ads,Desktop,Canada,Checkout Page,444,419,217,54.39,156,13,299,Brand Awareness,February,13,Tuesday,2024,0.02927927927927928,0.6734234234234234
2024-02-13,Instagram Ads,Mobile,Kenya,Product Page,442,365,181,28.63,148,31,1054,Email Campaign,February,13,Tuesday,2024,0.07013574660633484,2.3846153846153846
2024-02-13,Organic Search,Desktop,Australia,Home Page,201,155,114,36.48,176,8,184,Winter Sale,February,13,Tuesday,2024,0.03980099502487562,0.9154228855721394
2024-02-13,Direct,Mobile,Germany,Home Page,364,293,216,38.52,198,34,1394,Winter Sale,February,13,Tuesday,2024,0.09340659340659341,3.82967032967033
2024-02-13,Email Marketing,Mobile,Canada,Product Page,476,408,276,50.51,268,5,265,Winter Sale,February,13,Tuesday,2024,0.01050420168067227,0.5567226890756303
2024-02-13,Referral,Tablet,Germany,Landing Page,420,343,182,54.09,192,6,120,Email Campaign,February,13,Tuesday,2024,0.014285714285714285,0.2857142857142857
2024-02-14,Google Ads,Desktop,USA,Product Page,190,173,88,49.12,188,30,1110,New Product Launch,February,14,Wednesday,2024,0.15789473684210525,5.842105263157895
2024-02-14,Facebook Ads,Tablet,Canada,Blog Page,244,218,107,51.02,190,6,228,Spring Sale,February,14,Wednesday,2024,0.02459016393442623,0.9344262295081968
2024-02-14,Instagram Ads,Mobile,USA,Promo Page,346,283,166,29.03,228,9,423,Winter Sale,February,14,Wednesday,2024,0.02601156069364162,1.222543352601156
2024-02-14,Organic Search,Desktop,India,Product Page,125,94,69,53.63,243,18,918,SEO Campaign,February,14,Wednesday,2024,0.144,7.344
2024-02-14,Direct,Tablet,Germany,Checkout Page,181,154,95,39.91,244,13,468,New Product Launch,February,14,Wednesday,2024,0.0718232044198895,2.585635359116022
2024-02-14,Email Marketing,Tablet,USA,Promo Page,161,135,85,43.97,224,15,810,Email Campaign,February,14,Wednesday,2024,0.09316770186335403,5.031055900621118
2024-02-14,Referral,Tablet,Germany,Blog Page,416,365,196,34.49,152,8,176,No Campaign,February,14,Wednesday,2024,0.019230769230769232,0.4230769230769231
2024-02-15,Google Ads,Desktop,UK,Product Page,268,250,113,40.87,182,24,528,Brand Awareness,February,15,Thursday,2024,0.08955223880597014,1.9701492537313432
2024-02-15,Facebook Ads,Tablet,Canada,Landing Page,356,292,201,35.53,273,32,1568,Spring Sale,February,15,Thursday,2024,0.0898876404494382,4.404494382022472
2024-02-15,Instagram Ads,Mobile,Germany,Home Page,343,325,155,28.06,156,3,165,No Campaign,February,15,Thursday,2024,0.008746355685131196,0.48104956268221577
2024-02-15,Organic Search,Tablet,UK,Home Page,116,87,63,50.19,290,33,660,Spring Sale,February,15,Thursday,2024,0.28448275862068967,5.689655172413793
2024-02-15,Direct,Mobile,Germany,Product Page,463,410,187,36.27,161,5,165,Email Campaign,February,15,Thursday,2024,0.01079913606911447,0.3563714902807775
2024-02-15,Email Marketing,Desktop,Australia,Checkout Page,140,107,76,46.41,234,25,1325,SEO Campaign,February,15,Thursday,2024,0.17857142857142858,9.464285714285714
2024-02-15,Referral,Tablet,Kenya,Checkout Page,401,306,174,35.97,123,9,198,No Campaign,February,15,Thursday,2024,0.022443890274314215,0.4937655860349127
2024-02-16,Google Ads,Mobile,Germany,Blog Page,106,79,49,50.74,234,11,539,New Product Launch,February,16,Friday,2024,0.10377358490566038,5.084905660377358
2024-02-16,Facebook Ads,Desktop,UK,Product Page,132,109,73,33.07,272,25,1275,SEO Campaign,February,16,Friday,2024,0.1893939393939394,9.659090909090908
2024-02-16,Instagram Ads,Tablet,Kenya,Checkout Page,133,101,66,34.53,245,16,688,No Campaign,February,16,Friday,2024,0.12030075187969924,5.172932330827067
2024-02-16,Organic Search,Desktop,UK,Product Page,339,263,179,35.33,208,33,1089,No Campaign,February,16,Friday,2024,0.09734513274336283,3.2123893805309733
2024-02-16,Direct,Desktop,Kenya,Home Page,154,123,70,30.77,182,28,1036,No Campaign,February,16,Friday,2024,0.18181818181818182,6.7272727272727275
2024-02-16,Email Marketing,Tablet,USA,Home Page,167,153,69,34.66,210,34,1632,New Product Launch,February,16,Friday,2024,0.20359281437125748,9.77245508982036
2024-02-16,Referral,Tablet,USA,Checkout Page,226,195,138,43.44,171,17,544,SEO Campaign,February,16,Friday,2024,0.0752212389380531,2.4070796460176993
2024-02-17,Google Ads,Mobile,India,Product Page,258,198,129,41.33,250,30,1380,No Campaign,February,17,Saturday,2024,0.11627906976744186,5.348837209302325
2024-02-17,Facebook Ads,Mobile,Australia,Home Page,102,81,57,32.94,113,14,420,Brand Awareness,February,17,Saturday,2024,0.13725490196078433,4.117647058823529
2024-02-17,Instagram Ads,Desktop,India,Promo Page,280,215,147,45.39,131,19,1064,Winter Sale,February,17,Saturday,2024,0.06785714285714285,3.8
2024-02-17,Organic Search,Mobile,Germany,Product Page,434,365,187,37.96,194,30,780,Email Campaign,February,17,Saturday,2024,0.06912442396313365,1.7972350230414746
2024-02-17,Direct,Mobile,Australia,Blog Page,476,396,263,38.02,255,13,533,No Campaign,February,17,Saturday,2024,0.0273109243697479,1.1197478991596639
2024-02-17,Email Marketing,Desktop,Australia,Promo Page,252,190,107,53.13,125,20,440,Email Campaign,February,17,Saturday,2024,0.07936507936507936,1.746031746031746
2024-02-17,Referral,Mobile,Australia,Blog Page,107,95,48,52.04,316,15,435,Spring Sale,February,17,Saturday,2024,0.14018691588785046,4.065420560747664
2024-02-18,Google Ads,Desktop,Canada,Home Page,125,99,71,50.63,170,6,198,New Product Launch,February,18,Sunday,2024,0.048,1.584
2024-02-18,Facebook Ads,Desktop,Australia,Product Page,190,155,111,35.2,118,13,572,Brand Awareness,February,18,Sunday,2024,0.06842105263157895,3.0105263157894737
2024-02-18,Instagram Ads,Tablet,Kenya,Blog Page,400,324,221,48.87,193,30,930,Spring Sale,February,18,Sunday,2024,0.075,2.325
2024-02-18,Organic Search,Mobile,USA,Home Page,266,219,122,32.91,224,34,1734,No Campaign,February,18,Sunday,2024,0.12781954887218044,6.518796992481203
2024-02-18,Direct,Mobile,India,Promo Page,86,70,39,28.04,132,23,1265,No Campaign,February,18,Sunday,2024,0.26744186046511625,14.709302325581396
2024-02-18,Email Marketing,Mobile,Kenya,Landing Page,386,291,209,49.15,306,26,702,SEO Campaign,February,18,Sunday,2024,0.06735751295336788,1.8186528497409327
2024-02-18,Referral,Tablet,Australia,Product Page,183,139,72,34.66,245,15,510,SEO Campaign,February,18,Sunday,2024,0.08196721311475409,2.7868852459016393
2024-02-19,Google Ads,Tablet,Australia,Checkout Page,169,160,83,42.33,301,20,600,Winter Sale,February,19,Monday,2024,0.11834319526627218,3.5502958579881656
2024-02-19,Facebook Ads,Tablet,Germany,Landing Page,96,76,38,31.8,115,27,783,New Product Launch,February,19,Monday,2024,0.28125,8.15625
2024-02-19,Instagram Ads,Mobile,India,Promo Page,260,222,160,32.42,292,13,260,Brand Awareness,February,19,Monday,2024,0.05,1.0
2024-02-19,Organic Search,Mobile,UK,Blog Page,295,264,161,29.64,263,20,900,SEO Campaign,February,19,Monday,2024,0.06779661016949153,3.0508474576271185
2024-02-19,Direct,Tablet,Germany,Product Page,387,308,142,39.22,255,29,1537,Email Campaign,February,19,Monday,2024,0.07493540051679587,3.9715762273901807
2024-02-19,Email Marketing,Desktop,Germany,Checkout Page,125,95,50,49.79,299,16,464,New Product Launch,February,19,Monday,2024,0.128,3.712
2024-02-19,Referral,Mobile,UK,Landing Page,85,71,36,29.35,250,19,570,No Campaign,February,19,Monday,2024,0.2235294117647059,6.705882352941177
2024-02-20,Google Ads,Desktop,USA,Promo Page,235,207,99,45.19,137,26,1170,New Product Launch,February,20,Tuesday,2024,0.11063829787234042,4.9787234042553195
2024-02-20,Facebook Ads,Desktop,Australia,Promo Page,436,365,229,29.97,207,20,900,New Product Launch,February,20,Tuesday,2024,0.045871559633027525,2.0642201834862384
2024-02-20,Instagram Ads,Tablet,Germany,Product Page,364,339,248,53.92,169,4,212,Brand Awareness,February,20,Tuesday,2024,0.01098901098901099,0.5824175824175825
2024-02-20,Organic Search,Desktop,Kenya,Blog Page,431,349,181,40.37,170,29,1131,Brand Awareness,February,20,Tuesday,2024,0.06728538283062645,2.6241299303944317
2024-02-20,Direct,Desktop,Australia,Product Page,123,92,41,37.64,245,12,480,No Campaign,February,20,Tuesday,2024,0.0975609756097561,3.902439024390244
2024-02-20,Email Marketing,Mobile,Kenya,Landing Page,170,136,71,38.87,197,15,435,Spring Sale,February,20,Tuesday,2024,0.08823529411764706,2.5588235294117645
2024-02-20,Referral,Tablet,Canada,Home Page,208,157,106,38.04,301,22,1078,No Campaign,February,20,Tuesday,2024,0.10576923076923077,5.1826923076923075
2024-02-21,Google Ads,Desktop,Australia,Home Page,170,136,86,54.8,182,22,1012,Spring Sale,February,21,Wednesday,2024,0.12941176470588237,5.952941176470588
2024-02-21,Facebook Ads,Mobile,USA,Blog Page,336,264,191,30.75,99,29,870,Spring Sale,February,21,Wednesday,2024,0.08630952380952381,2.5892857142857144
2024-02-21,Instagram Ads,Tablet,Canada,Blog Page,272,213,151,35.63,310,6,144,New Product Launch,February,21,Wednesday,2024,0.022058823529411766,0.5294117647058824
2024-02-21,Organic Search,Desktop,Germany,Blog Page,155,139,74,37.53,136,25,650,Brand Awareness,February,21,Wednesday,2024,0.16129032258064516,4.193548387096774
2024-02-21,Direct,Mobile,Canada,Checkout Page,211,192,137,42.7,198,31,837,SEO Campaign,February,21,Wednesday,2024,0.14691943127962084,3.9668246445497632
2024-02-21,Email Marketing,Tablet,Germany,Promo Page,403,326,232,40.42,200,26,1196,Spring Sale,February,21,Wednesday,2024,0.06451612903225806,2.967741935483871
2024-02-21,Referral,Mobile,Germany,Checkout Page,103,84,58,41.92,266,25,1050,Email Campaign,February,21,Wednesday,2024,0.24271844660194175,10.194174757281553
2024-02-22,Google Ads,Tablet,India,Checkout Page,397,339,212,29.66,159,7,203,Email Campaign,February,22,Thursday,2024,0.017632241813602016,0.5113350125944585
2024-02-22,Facebook Ads,Desktop,Canada,Promo Page,396,331,236,29.4,285,30,930,No Campaign,February,22,Thursday,2024,0.07575757575757576,2.3484848484848486
2024-02-22,Instagram Ads,Tablet,Canada,Checkout Page,248,228,131,36.18,279,7,308,Winter Sale,February,22,Thursday,2024,0.028225806451612902,1.2419354838709677
2024-02-22,Organic Search,Mobile,Kenya,Blog Page,461,376,281,38.96,105,26,1066,Winter Sale,February,22,Thursday,2024,0.05639913232104121,2.3123644251626896
2024-02-22,Direct,Mobile,Canada,Product Page,351,268,164,47.15,276,4,112,Brand Awareness,February,22,Thursday,2024,0.011396011396011397,0.3190883190883191
2024-02-22,Email Marketing,Mobile,USA,Home Page,352,306,164,47.29,238,7,399,New Product Launch,February,22,Thursday,2024,0.019886363636363636,1.1335227272727273
2024-02-22,Referral,Tablet,Kenya,Home Page,371,350,204,32.29,104,34,1972,No Campaign,February,22,Thursday,2024,0.09164420485175202,5.315363881401617
2024-02-23,Google Ads,Mobile,Germany,Checkout Page,486,376,265,37.3,251,29,1392,Brand Awareness,February,23,Friday,2024,0.059670781893004114,2.8641975308641974
2024-02-23,Facebook Ads,Mobile,Canada,Product Page,419,396,279,46.93,165,18,360,No Campaign,February,23,Friday,2024,0.04295942720763723,0.8591885441527446
2024-02-23,Instagram Ads,Desktop,UK,Home Page,179,162,108,38.38,172,13,702,Brand Awareness,February,23,Friday,2024,0.07262569832402235,3.921787709497207
2024-02-23,Organic Search,Mobile,Canada,Blog Page,241,201,104,47.03,172,8,416,Winter Sale,February,23,Friday,2024,0.03319502074688797,1.7261410788381744
2024-02-23,Direct,Tablet,Canada,Product Page,362,306,148,53.96,279,5,190,Winter Sale,February,23,Friday,2024,0.013812154696132596,0.5248618784530387
2024-02-23,Email Marketing,Tablet,Kenya,Landing Page,227,200,127,36.55,111,21,1176,Spring Sale,February,23,Friday,2024,0.09251101321585903,5.180616740088106
2024-02-23,Referral,Mobile,Australia,Checkout Page,351,332,211,34.68,161,30,1560,Email Campaign,February,23,Friday,2024,0.08547008547008547,4.444444444444445
2024-02-24,Google Ads,Desktop,Germany,Checkout Page,410,323,185,53.24,94,27,1269,New Product Launch,February,24,Saturday,2024,0.06585365853658537,3.0951219512195123
2024-02-24,Facebook Ads,Desktop,India,Promo Page,112,90,52,46.51,286,29,609,Winter Sale,February,24,Saturday,2024,0.25892857142857145,5.4375
2024-02-24,Instagram Ads,Mobile,UK,Product Page,220,199,133,31.14,304,21,1008,Winter Sale,February,24,Saturday,2024,0.09545454545454546,4.581818181818182
2024-02-24,Organic Search,Desktop,USA,Blog Page,136,102,59,54.38,155,8,192,Spring Sale,February,24,Saturday,2024,0.058823529411764705,1.411764705882353
2024-02-24,Direct,Desktop,Australia,Product Page,298,254,119,44.35,187,27,1458,Brand Awareness,February,24,Saturday,2024,0.09060402684563758,4.89261744966443
2024-02-24,Email Marketing,Mobile,Kenya,Promo Page,101,78,49,32.65,319,22,1012,SEO Campaign,February,24,Saturday,2024,0.21782178217821782,10.01980198019802
2024-02-24,Referral,Desktop,India,Landing Page,482,421,271,35.22,123,24,528,Spring Sale,February,24,Saturday,2024,0.04979253112033195,1.095435684647303
2024-02-25,Google Ads,Mobile,Australia,Home Page,152,135,85,36.45,189,29,609,New Product Launch,February,25,Sunday,2024,0.19078947368421054,4.006578947368421
2024-02-25,Facebook Ads,Tablet,Kenya,Promo Page,233,195,123,33.75,268,18,720,Spring Sale,February,25,Sunday,2024,0.07725321888412018,3.0901287553648067
2024-02-25,Instagram Ads,Tablet,USA,Product Page,493,436,249,28.42,157,9,252,SEO Campaign,February,25,Sunday,2024,0.018255578093306288,0.5111561866125761
2024-02-25,Organic Search,Desktop,UK,Landing Page,152,139,70,46.16,265,8,288,Brand Awareness,February,25,Sunday,2024,0.05263157894736842,1.894736842105263
2024-02-25,Direct,Mobile,Canada,Home Page,257,197,132,52.69,245,17,578,New Product Launch,February,25,Sunday,2024,0.06614785992217899,2.2490272373540856
2024-02-25,Email Marketing,Mobile,India,Home Page,489,464,240,42.77,130,12,468,Email Campaign,February,25,Sunday,2024,0.024539877300613498,0.9570552147239264
2024-02-25,Referral,Tablet,UK,Landing Page,230,174,125,28.8,314,27,648,Email Campaign,February,25,Sunday,2024,0.11739130434782609,2.8173913043478263
2024-02-26,Google Ads,Desktop,Kenya,Landing Page,397,345,224,30.19,137,25,725,SEO Campaign,February,26,Monday,2024,0.06297229219143577,1.8261964735516374
2024-02-26,Facebook Ads,Desktop,Canada,Checkout Page,398,341,173,44.65,154,25,1150,Spring Sale,February,26,Monday,2024,0.06281407035175879,2.8894472361809047
2024-02-26,Instagram Ads,Mobile,Kenya,Blog Page,288,269,168,42.53,202,30,1410,Winter Sale,February,26,Monday,2024,0.10416666666666667,4.895833333333333
2024-02-26,Organic Search,Desktop,Australia,Product Page,417,378,221,45.02,196,29,1653,SEO Campaign,February,26,Monday,2024,0.06954436450839328,3.964028776978417
2024-02-26,Direct,Desktop,USA,Blog Page,186,174,81,50.27,239,34,1020,SEO Campaign,February,26,Monday,2024,0.1827956989247312,5.483870967741935
2024-02-26,Email Marketing,Mobile,India,Landing Page,293,249,116,41.26,157,30,1020,Brand Awareness,February,26,Monday,2024,0.10238907849829351,3.4812286689419794
2024-02-26,Referral,Mobile,UK,Landing Page,321,266,193,31.02,246,7,203,Email Campaign,February,26,Monday,2024,0.021806853582554516,0.632398753894081
2024-02-27,Google Ads,Desktop,India,Home Page,382,338,163,35.81,285,14,644,Email Campaign,February,27,Tuesday,2024,0.03664921465968586,1.6858638743455496
2024-02-27,Facebook Ads,Tablet,Germany,Promo Page,140,114,79,49.31,144,16,816,Brand Awareness,February,27,Tuesday,2024,0.11428571428571428,5.828571428571428
2024-02-27,Instagram Ads,Desktop,Canada,Blog Page,256,217,158,51.66,302,31,868,New Product Launch,February,27,Tuesday,2024,0.12109375,3.390625
2024-02-27,Organic Search,Tablet,Kenya,Home Page,118,93,65,46.28,298,14,588,No Campaign,February,27,Tuesday,2024,0.11864406779661017,4.983050847457627
2024-02-27,Direct,Mobile,USA,Blog Page,293,237,139,39.1,249,16,672,Spring Sale,February,27,Tuesday,2024,0.05460750853242321,2.2935153583617747
2024-02-27,Email Marketing,Desktop,Canada,Checkout Page,213,193,104,42.62,247,19,969,Spring Sale,February,27,Tuesday,2024,0.0892018779342723,4.549295774647887
2024-02-27,Referral,Tablet,India,Checkout Page,217,190,118,31.2,117,13,429,No Campaign,February,27,Tuesday,2024,0.059907834101382486,1.976958525345622
2024-02-28,Google Ads,Tablet,USA,Checkout Page,226,184,124,43.44,196,31,868,Winter Sale,February,28,Wednesday,2024,0.13716814159292035,3.84070796460177
2024-02-28,Facebook Ads,Tablet,Germany,Checkout Page,98,86,49,48.35,246,20,1060,Winter Sale,February,28,Wednesday,2024,0.20408163265306123,10.816326530612244
2024-02-28,Instagram Ads,Tablet,UK,Home Page,497,374,274,46.81,153,31,1488,No Campaign,February,28,Wednesday,2024,0.06237424547283702,2.993963782696177
2024-02-28,Organic Search,Mobile,Kenya,Home Page,348,288,206,33.52,138,9,180,New Product Launch,February,28,Wednesday,2024,0.02586206896551724,0.5172413793103449
2024-02-28,Direct,Mobile,Kenya,Promo Page,104,92,52,51.91,249,28,980,Winter Sale,February,28,Wednesday,2024,0.2692307692307692,9.423076923076923
2024-02-28,Email Marketing,Desktop,Germany,Landing Page,199,179,105,51.6,258,21,546,New Product Launch,February,28,Wednesday,2024,0.10552763819095477,2.7437185929648242
2024-02-28,Referral,Desktop,Kenya,Promo Page,350,295,139,38.47,235,21,441,No Campaign,February,28,Wednesday,2024,0.06,1.26
2024-02-29,Google Ads,Desktop,Germany,Blog Page,264,237,166,42.73,138,15,555,Brand Awareness,February,29,Thursday,2024,0.056818181818181816,2.102272727272727
2024-02-29,Facebook Ads,Desktop,Kenya,Landing Page,414,329,241,29.16,156,21,462,No Campaign,February,29,Thursday,2024,0.050724637681159424,1.1159420289855073
2024-02-29,Instagram Ads,Tablet,Kenya,Landing Page,141,116,65,29.22,312,13,663,Spring Sale,February,29,Thursday,2024,0.09219858156028368,4.702127659574468
2024-02-29,Organic Search,Mobile,Australia,Home Page,141,129,72,45.06,315,31,1054,Spring Sale,February,29,Thursday,2024,0.2198581560283688,7.475177304964539
2024-02-29,Direct,Tablet,Germany,Landing Page,393,356,240,49.68,147,22,792,SEO Campaign,February,29,Thursday,2024,0.05597964376590331,2.015267175572519
2024-02-29,Email Marketing,Tablet,India,Landing Page,108,89,57,37.37,223,31,1116,Email Campaign,February,29,Thursday,2024,0.28703703703703703,10.333333333333334
2024-02-29,Referral,Desktop,Germany,Blog Page,143,129,91,42.62,151,12,372,New Product Launch,February,29,Thursday,2024,0.08391608391608392,2.6013986013986012
2024-03-01,Google Ads,Desktop,Australia,Product Page,133,110,68,33.01,276,4,196,SEO Campaign,March,1,Friday,2024,0.03007518796992481,1.4736842105263157
2024-03-01,Facebook Ads,Tablet,UK,Checkout Page,474,373,176,46.8,229,21,945,Winter Sale,March,1,Friday,2024,0.04430379746835443,1.9936708860759493
2024-03-01,Instagram Ads,Desktop,Germany,Promo Page,463,398,242,45.19,284,32,640,Email Campaign,March,1,Friday,2024,0.06911447084233262,1.3822894168466522
2024-03-01,Organic Search,Tablet,Australia,Checkout Page,457,368,237,50.24,163,9,306,SEO Campaign,March,1,Friday,2024,0.019693654266958426,0.6695842450765864
2024-03-01,Direct,Desktop,Germany,Blog Page,436,392,194,33.87,254,33,1353,New Product Launch,March,1,Friday,2024,0.07568807339449542,3.103211009174312
2024-03-01,Email Marketing,Tablet,Germany,Blog Page,158,136,62,46.0,223,27,1593,Brand Awareness,March,1,Friday,2024,0.17088607594936708,10.082278481012658
2024-03-01,Referral,Tablet,Germany,Landing Page,481,442,231,43.57,127,18,828,Email Campaign,March,1,Friday,2024,0.037422037422037424,1.7214137214137215
2024-03-02,Google Ads,Tablet,Canada,Blog Page,444,374,232,36.21,102,19,1026,New Product Launch,March,2,Saturday,2024,0.04279279279279279,2.310810810810811
2024-03-02,Facebook Ads,Desktop,USA,Promo Page,493,400,258,34.26,255,33,1089,No Campaign,March,2,Saturday,2024,0.06693711967545639,2.208924949290061
2024-03-02,Instagram Ads,Tablet,USA,Promo Page,286,243,109,53.34,286,23,667,Email Campaign,March,2,Saturday,2024,0.08041958041958042,2.332167832167832
2024-03-02,Organic Search,Tablet,India,Landing Page,108,97,56,47.1,260,27,1053,Brand Awareness,March,2,Saturday,2024,0.25,9.75
2024-03-02,Direct,Desktop,USA,Product Page,262,228,145,40.67,238,14,322,SEO Campaign,March,2,Saturday,2024,0.05343511450381679,1.2290076335877862
2024-03-02,Email Marketing,Tablet,Canada,Blog Page,245,212,98,40.28,235,29,1073,SEO Campaign,March,2,Saturday,2024,0.11836734693877551,4.3795918367346935
2024-03-02,Referral,Tablet,USA,Promo Page,212,161,103,54.3,271,12,492,Winter Sale,March,2,Saturday,2024,0.05660377358490566,2.3207547169811322
2024-03-03,Google Ads,Desktop,Australia,Product Page,222,175,80,43.65,298,31,1023,Winter Sale,March,3,Sunday,2024,0.13963963963963963,4.608108108108108
2024-03-03,Facebook Ads,Tablet,Australia,Product Page,454,356,208,40.28,109,32,1824,Brand Awareness,March,3,Sunday,2024,0.07048458149779736,4.0176211453744495
2024-03-03,Instagram Ads,Tablet,Australia,Landing Page,92,71,44,35.48,125,24,1080,Brand Awareness,March,3,Sunday,2024,0.2608695652173913,11.73913043478261
2024-03-03,Organic Search,Desktop,Kenya,Landing Page,227,171,98,30.28,217,22,770,No Campaign,March,3,Sunday,2024,0.09691629955947137,3.392070484581498
2024-03-03,Direct,Tablet,Canada,Promo Page,124,117,76,38.14,304,26,728,Email Campaign,March,3,Sunday,2024,0.20967741935483872,5.870967741935484
2024-03-03,Email Marketing,Desktop,Australia,Promo Page,313,278,175,44.71,296,33,1617,No Campaign,March,3,Sunday,2024,0.10543130990415335,5.166134185303514
2024-03-03,Referral,Desktop,Canada,Product Page,388,366,254,51.02,183,31,1178,Spring Sale,March,3,Sunday,2024,0.07989690721649484,3.036082474226804
2024-03-04,Google Ads,Tablet,Germany,Promo Page,150,118,61,40.67,191,26,754,New Product Launch,March,4,Monday,2024,0.17333333333333334,5.026666666666666
2024-03-04,Facebook Ads,Tablet,Kenya,Blog Page,372,335,248,39.87,145,25,1475,Brand Awareness,March,4,Monday,2024,0.06720430107526881,3.96505376344086
2024-03-04,Instagram Ads,Mobile,UK,Checkout Page,135,104,54,37.59,214,15,765,SEO Campaign,March,4,Monday,2024,0.1111111111111111,5.666666666666667
2024-03-04,Organic Search,Desktop,India,Landing Page,302,273,129,54.64,209,25,1025,SEO Campaign,March,4,Monday,2024,0.08278145695364239,3.3940397350993377
2024-03-04,Direct,Tablet,Australia,Promo Page,381,346,169,43.68,257,34,1462,Brand Awareness,March,4,Monday,2024,0.08923884514435695,3.8372703412073492
2024-03-04,Email Marketing,Mobile,Kenya,Blog Page,422,323,189,36.27,146,25,1325,Winter Sale,March,4,Monday,2024,0.05924170616113744,3.139810426540284
2024-03-04,Referral,Tablet,India,Blog Page,255,219,163,45.93,195,17,578,Winter Sale,March,4,Monday,2024,0.06666666666666667,2.2666666666666666
2024-03-05,Google Ads,Mobile,India,Promo Page,111,102,57,33.27,171,15,525,SEO Campaign,March,5,Tuesday,2024,0.13513513513513514,4.72972972972973
2024-03-05,Facebook Ads,Tablet,USA,Checkout Page,117,107,59,51.21,107,18,1044,Email Campaign,March,5,Tuesday,2024,0.15384615384615385,8.923076923076923
2024-03-05,Instagram Ads,Tablet,Kenya,Promo Page,444,417,209,43.33,277,28,924,SEO Campaign,March,5,Tuesday,2024,0.06306306306306306,2.081081081081081
2024-03-05,Organic Search,Mobile,Kenya,Landing Page,118,110,73,35.54,280,8,376,SEO Campaign,March,5,Tuesday,2024,0.06779661016949153,3.1864406779661016
2024-03-05,Direct,Desktop,USA,Checkout Page,210,165,115,35.71,255,10,270,Brand Awareness,March,5,Tuesday,2024,0.047619047619047616,1.2857142857142858
2024-03-05,Email Marketing,Mobile,India,Blog Page,111,100,56,30.35,266,29,1450,Brand Awareness,March,5,Tuesday,2024,0.26126126126126126,13.063063063063064
2024-03-05,Referral,Mobile,Germany,Product Page,387,342,176,33.89,173,9,369,Spring Sale,March,5,Tuesday,2024,0.023255813953488372,0.9534883720930233
2024-03-06,Google Ads,Mobile,UK,Product Page,355,292,151,35.16,218,17,544,New Product Launch,March,6,Wednesday,2024,0.04788732394366197,1.532394366197183
2024-03-06,Facebook Ads,Tablet,Germany,Home Page,188,176,111,52.96,200,29,928,SEO Campaign,March,6,Wednesday,2024,0.15425531914893617,4.9361702127659575
2024-03-06,Instagram Ads,Mobile,UK,Blog Page,268,209,124,39.61,234,32,1856,Brand Awareness,March,6,Wednesday,2024,0.11940298507462686,6.925373134328358
2024-03-06,Organic Search,Tablet,Australia,Home Page,173,146,95,48.6,201,25,900,SEO Campaign,March,6,Wednesday,2024,0.14450867052023122,5.202312138728324
2024-03-06,Direct,Desktop,India,Home Page,281,254,123,44.91,247,3,84,SEO Campaign,March,6,Wednesday,2024,0.010676156583629894,0.298932384341637
2024-03-06,Email Marketing,Mobile,USA,Landing Page,306,275,141,37.07,229,3,99,Brand Awareness,March,6,Wednesday,2024,0.00980392156862745,0.3235294117647059
2024-03-06,Referral,Mobile,USA,Product Page,347,286,197,38.59,228,9,450,Email Campaign,March,6,Wednesday,2024,0.025936599423631124,1.2968299711815563
2024-03-07,Google Ads,Mobile,Canada,Checkout Page,292,252,183,38.46,267,8,448,Winter Sale,March,7,Thursday,2024,0.0273972602739726,1.5342465753424657
2024-03-07,Facebook Ads,Tablet,India,Promo Page,306,255,137,36.97,283,33,1947,New Product Launch,March,7,Thursday,2024,0.10784313725490197,6.362745098039215
2024-03-07,Instagram Ads,Tablet,Australia,Promo Page,352,309,156,35.98,127,25,1400,Brand Awareness,March,7,Thursday,2024,0.07102272727272728,3.977272727272727
2024-03-07,Organic Search,Mobile,Australia,Promo Page,297,276,152,40.3,147,34,1224,Brand Awareness,March,7,Thursday,2024,0.11447811447811448,4.121212121212121
2024-03-07,Direct,Mobile,India,Promo Page,162,131,72,30.13,117,3,111,Spring Sale,March,7,Thursday,2024,0.018518518518518517,0.6851851851851852
2024-03-07,Email Marketing,Tablet,Kenya,Blog Page,467,368,183,34.48,273,14,700,Winter Sale,March,7,Thursday,2024,0.029978586723768737,1.4989293361884368
2024-03-07,Referral,Desktop,Canada,Landing Page,369,290,130,29.62,162,28,1092,Email Campaign,March,7,Thursday,2024,0.07588075880758807,2.959349593495935
2024-03-08,Google Ads,Tablet,UK,Product Page,274,246,114,28.19,293,11,495,SEO Campaign,March,8,Friday,2024,0.040145985401459854,1.8065693430656935
2024-03-08,Facebook Ads,Desktop,Kenya,Landing Page,219,204,111,46.66,218,24,1056,Spring Sale,March,8,Friday,2024,0.1095890410958904,4.821917808219178
